,rank,level_0,level_1,high Depression,low Depression
0,1.0,Sleep_satisfaction,MEAN,2.577,3.000
1,,Score 1-5,RANGE,"[1.0, 4.0]","[1.0, 4.0]"
2,,,CORR,-0.3644234489996851,-0.3644234489996851
3,,,STD,0.793,0.956
4,2.0,Mood_anxious,MEAN,8.500,7.657
5,,Score 1-14,RANGE,"[4, 12]","[3, 10]"
6,,,CORR,0.4280417613074126,0.4280417613074126
7,,,STD,1.927,2.013
8,3.0,Connect_satisfaction,MEAN,2.077,2.800
9,,Score 1-5,RANGE,"[1.0, 5.0]","[1.0, 5.0]"
10,,,CORR,-0.5658877647265572,-0.5658877647265572
11,,,STD,0.958,0.888
12,4.0,Connect_chattime,MEAN,0.538,1.050
13,,Hrs,RANGE,"[0.0, 3.0]","[0.0, 3.5]"
14,,,CORR,-0.2656116861648278,-0.2656116861648278
15,,,STD,0.720,1.085
16,5.0,Sleep_duration,MEAN,8.721,7.521
17,,Hrs,RANGE,"[3.75, 12.75]","[2.25, 12.75]"
18,,,CORR,0.245832294077531,0.245832294077531
19,,,STD,2.371,2.318
20,6.0,past_day_exercise_mild,MEAN,1.048,1.286
21,,Hrs,RANGE,"[0.0, 3.75]","[0.0, 5.0]"
22,,,CORR,-0.1164471205620067,-0.1164471205620067
23,,,STD,1.238,1.422
24,7.0,past_day_caffeine,MEAN,0.538,0.457
25,,cups,RANGE,"[0.0, 2.0]","[0.0, 3.0]"
26,,,CORR,0.0936905392115557,0.0936905392115557
27,,,STD,0.692,0.731
28,8.0,past_day_fats,MEAN,1.654,1.286
29,,portions,RANGE,"[0.0, 6.0]","[0.0, 6.0]"
30,,,CORR,-0.1812213004243567,-0.1812213004243567
31,,,STD,1.568,1.860
32,9.0,Sleep_bedtime,MEAN,01:02,01:06
33,,24 Hr scale,RANGE,['21:45-04:30'],['21:45-05:00']
34,,,CORR,-0.0858354442494096,-0.0858354442494096
35,,,STD,01:36,01:58
36,10.0,Breath_consistency,MEAN,0.837,0.710
37,,1-(std/mean),RANGE,"[0.52, 0.97]","[-0.83, 0.97]"
38,,,CORR,0.0849684738315834,0.0849684738315834
39,,,STD,0.117,0.354
