,rank,level_0,level_1,high Depression,low Depression
0,1.0,Mood_anxious,MEAN,3.615,1.172
1,,Score 1-14,RANGE,"[1, 10]","[1, 3]"
2,,,CORR,0.7839523704053893,0.7839523704053893
3,,,STD,2.666,0.460
4,2.0,Connect_volunteertime,MEAN,0.224,0.207
5,,Hrs,RANGE,"[0.0, 2.0]","[0.0, 2.5]"
6,,,CORR,0.1051201928006539,0.1051201928006539
7,,,STD,0.601,0.623
8,3.0,past_day_exercise_strenuous,MEAN,0.359,0.431
9,,Hrs,RANGE,"[0.0, 2.25]","[0.0, 2.25]"
10,,,CORR,-0.1923740279107765,-0.1923740279107765
11,,,STD,0.720,0.851
12,4.0,past_day_exercise_moderate,MEAN,0.538,0.862
13,,Hrs,RANGE,"[0.0, 1.75]","[0.0, 3.25]"
14,,,CORR,-0.3233370178657563,-0.3233370178657563
15,,,STD,0.601,0.997
16,5.0,Connect_satisfaction,MEAN,4.333,4.966
17,,Score 1-5,RANGE,"[2.0, 5.0]","[4.0, 5.0]"
18,,,CORR,-0.636149441320802,-0.636149441320802
19,,,STD,0.887,0.182
20,6.0,past_day_fats,MEAN,2.949,2.379
21,,portions,RANGE,"[0.0, 7.0]","[0.0, 6.0]"
22,,,CORR,-0.0605340212533071,-0.0605340212533071
23,,,STD,2.148,1.750
24,7.0,Exercise_satisfaction,MEAN,4.359,5.000
25,,Score 1-5,RANGE,"[2.0, 5.0]","[5.0, 5.0]"
26,,,CORR,-0.7038129394221373,-0.7038129394221373
27,,,STD,0.920,0.000
28,8.0,exercise_duration,MEAN,28.539,35.944
29,,Min,RANGE,"[0.0, 118.41]","[0.0, 118.41]"
30,,,CORR,-0.2865945530411704,-0.2865945530411704
31,,,STD,39.728,42.585
32,9.0,Sleep_satisfaction,MEAN,4.436,4.931
33,,Score 1-5,RANGE,"[3.0, 5.0]","[4.0, 5.0]"
34,,,CORR,-0.5938151574504393,-0.5938151574504393
35,,,STD,0.632,0.253
36,10.0,past_day_sugars,MEAN,2.000,2.655
37,,portions,RANGE,"[0.0, 7.0]","[0.0, 8.0]"
38,,,CORR,0.2268449834609691,0.2268449834609691
39,,,STD,1.649,1.917
