,rank,level_0,level_1,high Depression,low Depression
0,1.0,Mood_anxious,MEAN,9.444,6.606
1,,Score 1-14,RANGE,"[7, 11]","[3, 9]"
2,,,CORR,0.742391107404718,0.742391107404718
3,,,STD,1.133,2.088
4,2.0,Sleep_bedtime,MEAN,01:45,00:53
5,,24 Hr scale,RANGE,['21:00-03:00'],['21:00-03:30']
6,,,CORR,-0.0930231545214164,-0.0930231545214164
7,,,STD,01:29,01:58
8,3.0,Connect_satisfaction,MEAN,3.000,3.394
9,,Score 1-5,RANGE,"[1.0, 5.0]","[2.0, 5.0]"
10,,,CORR,-0.314446779600318,-0.314446779600318
11,,,STD,0.981,1.043
12,4.0,past_day_exercise_mild,MEAN,0.213,0.250
13,,Hrs,RANGE,"[0.0, 1.0]","[0.0, 1.0]"
14,,,CORR,-0.043886040254506,-0.043886040254506
15,,,STD,0.294,0.289
16,5.0,Connect_chatpeople,MEAN,0.519,0.303
17,,# people,RANGE,"[0.0, 2.0]","[0.0, 1.0]"
18,,,CORR,0.1050484119883509,0.1050484119883509
19,,,STD,0.687,0.460
20,6.0,past_day_exercise_moderate,MEAN,0.324,0.432
21,,Hrs,RANGE,"[0.0, 2.25]","[0.0, 1.5]"
22,,,CORR,-0.2607598321143545,-0.2607598321143545
23,,,STD,0.648,0.545
24,7.0,Reflect_totaltime,MEAN,16497.833,11208.111
25,,msec,RANGE,"[5464.0, 23857.0]","[6371.0, 20869.0]"
26,,,CORR,27,33
27,,,STD,7579.392,3964.415
28,8.0,Breath_consistency,MEAN,0.825,0.896
29,,1-(std/mean),RANGE,"[-0.29, 0.97]","[0.56, 0.97]"
30,,,CORR,-0.051925026722128,-0.051925026722128
31,,,STD,0.280,0.079
32,9.0,Sleep_wakeuptime,MEAN,09:14,09:42
33,,24 Hr scale,RANGE,['23:00-11:00'],['08:30-11:00']
34,,,CORR,0.098814661114999,0.098814661114999
35,,,STD,02:10,00:36
36,10.0,Sleep_duration,MEAN,7.852,8.538
37,,Hrs,RANGE,"[6.0, 10.5]","[5.5, 10.5]"
38,,,CORR,-0.4141918738438773,-0.4141918738438773
39,,,STD,1.171,1.309
