,rank,level_0,level_1,high Depression,low Depression
0,1.0,Mood_anxious,MEAN,8.000,6.531
1,,Score 1-14,RANGE,"[5, 12]","[3, 9]"
2,,,CORR,0.5024628096143481,0.5024628096143481
3,,,STD,1.760,1.392
4,2.0,Sleep_satisfaction,MEAN,3.194,3.062
5,,Score 1-5,RANGE,"[1.0, 5.0]","[1.0, 4.0]"
6,,,CORR,-0.0019211371473648,-0.0019211371473648
7,,,STD,0.997,1.223
8,3.0,past_day_exercise_moderate,MEAN,0.048,0.180
9,,Hrs,RANGE,"[0.0, 0.5]","[0.0, 1.0]"
10,,,CORR,-0.3825204039010263,-0.3825204039010263
11,,,STD,0.148,0.281
12,4.0,past_day_exercise_mild,MEAN,0.403,0.750
13,,Hrs,RANGE,"[0.0, 1.5]","[0.0, 2.0]"
14,,,CORR,-0.2920527263555843,-0.2920527263555843
15,,,STD,0.410,0.500
16,5.0,past_day_fats,MEAN,1.226,1.750
17,,portions,RANGE,"[0.0, 4.0]","[0.0, 6.0]"
18,,,CORR,0.2172755216695291,0.2172755216695291
19,,,STD,1.038,1.768
20,6.0,past_day_caffeine,MEAN,0.871,1.250
21,,cups,RANGE,"[0.0, 2.0]","[1.0, 2.0]"
22,,,CORR,-0.2716699019922062,-0.2716699019922062
23,,,STD,0.609,0.433
24,7.0,Connect_satisfaction,MEAN,2.419,2.969
25,,Score 1-5,RANGE,"[1.0, 5.0]","[1.0, 5.0]"
26,,,CORR,-0.3688618612975164,-0.3688618612975164
27,,,STD,0.976,1.131
28,8.0,exercise_calorie,MEAN,17.000,44.022
29,,kCal,RANGE,"[0.0, 115.0]","[0.0, 229.0]"
30,,,CORR,-0.165676933831244,-0.165676933831244
31,,,STD,33.959,60.810
32,9.0,Sleep_duration,MEAN,7.669,7.453
33,,Hrs,RANGE,"[6.0, 9.0]","[6.25, 9.0]"
34,,,CORR,0.0671101544695274,0.0671101544695274
35,,,STD,0.853,0.787
36,10.0,Breath_consistency,MEAN,0.835,0.659
37,,1-(std/mean),RANGE,"[0.6, 0.96]","[-3.26, 0.96]"
38,,,CORR,0.1693636208790105,0.1693636208790105
39,,,STD,0.110,0.727
