,rank,level_0,level_1,high Depression,low Depression
0,1.0,Sleep_bedtime,MEAN,00:43,22:45
1,,24 Hr scale,RANGE,['20:00-11:00'],['20:00-11:00']
2,,,CORR,-0.1218998327018501,-0.1218998327018501
3,,,STD,04:02,02:37
4,2.0,past_day_sugars,MEAN,4.200,4.946
5,,portions,RANGE,"[0.0, 10.0]","[1.0, 11.0]"
6,,,CORR,0.2709069046298654,0.2709069046298654
7,,,STD,2.683,1.874
8,3.0,cumm_step_speed,MEAN,1.104,1.042
9,,meters/sec,RANGE,"[0.3, 1.5]","[0.47, 1.5]"
10,,,CORR,0.1396254509418444,0.1396254509418444
11,,,STD,0.368,0.342
12,4.0,Diet_satisfaction,MEAN,1.760,1.216
13,,Score 1-5,RANGE,"[1.0, 5.0]","[1.0, 3.0]"
14,,,CORR,0.2382252861794464,0.2382252861794464
15,,,STD,1.335,0.473
16,5.0,Mood_anxious,MEAN,7.240,6.568
17,,Score 1-14,RANGE,"[5, 12]","[3, 10]"
18,,,CORR,0.1900857152879094,0.1900857152879094
19,,,STD,1.795,1.669
20,6.0,cumm_step_distance,MEAN,2147.981,1837.686
21,,meters,RANGE,"[1.33, 6546.11]","[0.0, 6226.22]"
22,,,CORR,-0.0635777796854897,-0.0635777796854897
23,,,STD,1930.174,1751.696
24,7.0,cumm_step_calorie,MEAN,113.891,99.410
25,,kCal,RANGE,"[0.0, 336.72]","[0.0, 322.96]"
26,,,CORR,-0.0625408915738634,-0.0625408915738634
27,,,STD,101.351,91.112
28,8.0,Connect_satisfaction,MEAN,1.120,1.243
29,,Score 1-5,RANGE,"[1.0, 2.0]","[1.0, 2.0]"
30,,,CORR,-0.2328157459337983,-0.2328157459337983
31,,,STD,0.325,0.429
32,9.0,Connect_chattime,MEAN,0.080,0.324
33,,Hrs,RANGE,"[0.0, 1.0]","[0.0, 2.0]"
34,,,CORR,-0.2389637164307845,-0.2389637164307845
35,,,STD,0.209,0.590
36,10.0,cumm_step_count,MEAN,3088.400,2743.027
37,,count,RANGE,"[18.0, 9583.0]","[0.0, 8924.0]"
38,,,CORR,-0.0909043013110566,-0.0909043013110566
39,,,STD,2750.103,2551.891
