,rank,level_0,level_1,high Depression,low Depression
0,1.0,Breath_response,MEAN,3776.631,3731.669
1,,mS,RANGE,"[2399.14, 5154.12]","[1760.39, 7220.65]"
2,,,CORR,0.0107226147038548,0.0107226147038548
3,,,STD,1377.488,1055.141
4,2.0,past_day_exercise_moderate,MEAN,0.250,0.500
5,,Hrs,RANGE,"[0.0, 0.5]","[0.0, 1.75]"
6,,,CORR,-0.0153598414892197,-0.0153598414892197
7,,,STD,0.250,0.695
8,3.0,cumm_step_distance,MEAN,617.597,903.082
9,,meters,RANGE,"[164.79, 1070.4]","[0.0, 5029.31]"
10,,,CORR,-0.0160854864331178,-0.0160854864331178
11,,,STD,452.807,1152.561
12,4.0,exercise_duration,MEAN,0.000,13.586
13,,Min,RANGE,"[0.0, 0.0]","[0.0, 85.99]"
14,,,CORR,-0.1191478307905278,-0.1191478307905278
15,,,STD,0.000,24.169
16,5.0,Sleep_satisfaction,MEAN,4.500,4.466
17,,Score 1-5,RANGE,"[4.0, 5.0]","[4.0, 5.0]"
18,,,CORR,0.0124072916746366,0.0124072916746366
19,,,STD,0.500,0.499
20,6.0,Sleep_bedtime,MEAN,21:45,22:08
21,,24 Hr scale,RANGE,['21:45-21:45'],['21:30-00:00']
22,,,CORR,-0.0898815415112324,-0.0898815415112324
23,,,STD,00:00,00:37
24,7.0,past_day_caffeine,MEAN,2.000,2.466
25,,cups,RANGE,"[1.0, 3.0]","[0.0, 5.0]"
26,,,CORR,-0.0735374972410419,-0.0735374972410419
27,,,STD,1.000,0.951
28,8.0,Connect_chattime,MEAN,0.375,0.556
29,,Hrs,RANGE,"[0.0, 0.75]","[0.0, 1.75]"
30,,,CORR,-0.0522941941949602,-0.0522941941949602
31,,,STD,0.375,0.438
32,9.0,exercise_calorie,MEAN,0.000,40.288
33,,kCal,RANGE,"[0.0, 0.0]","[0.0, 278.72]"
34,,,CORR,-0.1191478307905278,-0.1191478307905278
35,,,STD,0.000,74.025
36,10.0,Breath_consistency,MEAN,0.855,0.840
37,,1-(std/mean),RANGE,"[0.79, 0.92]","[-0.18, 0.99]"
38,,,CORR,-0.0428904588154192,-0.0428904588154192
39,,,STD,0.069,0.185
